"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"11201","NSH","20082009","2008-12-09",0,1,-1,41.9,88,61.5,0,91.7,62.1,91.7,41.2
"11202","NSH","20082009","2008-11-06",2,3,-1,44.9,105.3,61.5,12.5,84.2,56.1,96.7,52.4
"11203","N.J","20142015","2015-03-23",1,2,-1,45.6,98.7,53.8,7.1,91.3,45.9,98.4,36.8
"11204","N.J","20142015","2015-02-03",2,1,1,43.9,67.8,70.8,11.8,93.8,57.1,105.5,25
"11205","N.J","20142015","2014-10-09",5,2,3,46.3,120,62.5,25,93.1,44.2,118.1,30.4
"11206","N.J","20132014","2014-01-16",1,1,0,46,103.5,82.1,4.3,96.3,38.3,100.6,66.7
"11207","N.J","20112012","2012-01-17",4,1,3,43.6,62.9,90,22.2,95,51,117.2,50
"11208","N.J","20112012","2011-12-16",5,3,2,44.8,83.6,96.3,19.2,90.3,44.9,109.6,45.2
"11209","N.J","20102011","2011-03-04",1,1,0,46,93.2,77.1,3.7,95.7,56.8,99.4,52.2
"11210","N.J","20102011","2010-12-26",0,4,-4,45.3,95.9,69,0,78.9,57.1,78.9,56.2
"11211","N.J","20092010","2010-03-05",2,4,-2,46.1,103,58.8,10,82.6,47.9,92.6,56
"11212","N.J","20092010","2009-12-18",3,2,1,44.1,76.9,77.3,17.6,89.5,63,107.1,42.9
"11213","N.J","20092010","2009-11-25",2,1,1,44.4,75.3,70,14.3,96,46.2,110.3,36
"11214","N.J","20082009","2008-12-17",4,3,1,44.9,88,90.9,20,85,43.9,105,35.3
"11215","MTL","20142015","2015-03-21",1,0,1,46.8,127.8,66.7,4.5,100,51,104.5,50
"11216","MTL","20142015","2014-12-18",0,2,-2,46.2,112.6,69,0,90.5,48.4,90.5,42
"11217","MTL","20142015","2014-12-16",4,1,3,45.7,111,66.7,22.2,93.8,48.6,116,70
"11218","MTL","20142015","2014-10-28",1,0,1,45.2,119.5,60,8.3,100,40.7,108.3,42.1
"11219","MTL","20142015","2014-10-25",2,1,1,46.5,116.7,80,7.1,96.8,54.7,103.9,26.8
"11220","MTL","20132014","2014-04-09",2,1,1,46.2,100.6,80.6,6.9,95.7,49.1,102.5,48.6
"11221","MTL","20132014","2013-12-07",3,2,1,45.9,92.6,66.7,16.7,92,47.9,108.7,40
"11222","MTL","20132014","2013-11-23",2,1,1,46.1,117.7,70.4,10.5,96.2,61.4,106.7,36
"11223","MTL","20112012","2012-03-10",3,1,2,46.2,118.4,80.6,12,96.2,45.5,108.2,54.5
"11224","MTL","20112012","2011-11-14",1,2,-1,44.9,92.4,72.7,6.2,90.9,45.2,97.2,62.5
"11225","MTL","20112012","2011-11-04",2,0,2,46.2,107.2,69.7,8.7,100,39.6,108.7,42.4
"11226","MTL","20102011","2011-03-24",0,5,-5,44.8,106,70.8,0,80.8,34.9,80.8,72
"11227","MTL","20082009","2009-02-27",2,3,-1,46.5,146.8,76.5,7.7,89.7,47.7,97.3,44
"11228","MIN","20142015","2014-11-22",1,1,0,46.5,116.9,67.6,4.3,96.2,44,100.5,39.4
"11229","MIN","20142015","2014-11-16",2,3,-1,43.9,93.5,76.2,12.5,75,58.3,87.5,55.6
"11230","MIN","20132014","2014-03-29",2,0,2,45.8,102,83.3,8,100,39.5,108,46.2
"11231","MIN","20132014","2014-03-18",5,0,5,46.2,111.5,69.2,27.8,100,56,127.8,31.2
"11232","MIN","20122013","2013-04-09",0,1,-1,45.7,96,57.1,0,96.3,50,96.3,35.5
"11233","MIN","20122013","2013-01-30",2,2,0,45.5,92.7,69.2,11.1,91.3,52,102.4,38.2
"11234","MIN","20122013","2013-01-20",0,0,0,46,112.2,75,0,100,54.8,100,55.6
"11235","MIN","20112012","2011-12-04",3,2,1,46.8,127.8,76.2,9.4,91.7,42.9,101,29.6
"11236","MIN","20102011","2011-01-18",3,0,3,45.6,103.3,62.9,13.6,100,48.7,113.6,27.8
"11237","MIN","20102011","2011-01-06",1,1,0,46.2,113.9,82.9,3.4,96.8,48.8,100.2,53.8
"11238","MIN","20102011","2010-12-23",1,0,1,46.8,129,72.2,3.8,100,56.5,103.8,45.2
"11239","MIN","20092010","2010-01-28",1,0,1,45.7,107.9,86.4,5.3,100,56.8,105.3,34.8
"11240","MIN","20082009","2009-04-11",2,3,-1,45.6,101.1,76.7,8.7,87.5,48.8,96.2,37.9
"11241","MIN","20082009","2008-12-13",0,0,0,45.7,112,80,0,100,54.8,100,39.4
"11242","L.A","20142015","2014-10-14",4,1,3,45.8,99.9,62.5,20,96.4,60.4,116.4,48
"11243","L.A","20112012","2011-12-23",0,1,-1,46.5,139,70,0,96,50,96,44
"11244","L.A","20112012","2011-10-07",2,2,0,45.2,87.7,80.8,9.5,91.3,39.5,100.8,60.7
"11245","L.A","20092010","2010-02-13",2,0,2,44.8,90.8,75,11.1,100,55.2,111.1,43.8
"11246","L.A","20092010","2009-12-14",1,2,-1,44.8,93.6,63,5.9,90.9,51.5,96.8,47.4
"11247","L.A","20092010","2009-11-21",2,2,0,44.9,105.5,82.6,10.5,89.5,52.8,100,37.5
"11248","L.A","20092010","2009-10-08",5,1,4,45.5,97.2,80,25,95.2,42.6,120.2,51.7
"11249","L.A","20082009","2009-04-09",0,0,0,45.1,93.3,68.2,0,100,47.4,100,40.7
"11250","L.A","20082009","2009-04-06",1,3,-2,45.5,111.2,60.7,5.9,88.5,44.1,94.3,37.5
"11251","L.A","20082009","2009-03-22",0,1,-1,44.1,84.7,64.7,0,94.7,50,94.7,55.6
"11252","FLA","20132014","2014-04-12",1,1,0,44.9,106.1,81.5,4.5,95.8,43.8,100.4,60
"11253","FLA","20132014","2014-01-28",1,5,-4,46.5,119.9,73.7,3.6,85.3,50,88.9,37.2
"11254","FLA","20132014","2013-12-17",3,1,2,46.2,112.7,54.5,16.7,95.7,55.8,112.3,45.2
"11255","FLA","20132014","2013-12-03",0,3,-3,46.2,131.8,72.7,0,90.9,35.3,90.9,51.4
"11256","FLA","20132014","2013-11-25",2,0,2,46,107.7,77.4,8.3,100,53.3,108.3,21.9
"11257","FLA","20132014","2013-10-19",0,0,0,43.9,75,63.6,0,100,57.8,100,37.9
"11258","FLA","20112012","2012-03-11",1,0,1,46.3,117.9,77.1,3.7,100,50,103.7,51.5
"11259","FLA","20112012","2012-03-09",1,1,0,46.2,108.3,71.4,5,96.2,34.2,101.2,47.4
"11260","FLA","20112012","2012-01-20",0,2,-2,43.9,72.2,64.7,0,85.7,57.1,85.7,44
"11261","FLA","20112012","2011-12-18",1,2,-1,45.9,102.1,62.1,5.6,90.9,39.2,96.5,51.6
"11262","FLA","20112012","2011-11-26",1,5,-4,45.9,114.6,70.4,5.3,82.1,48.4,87.4,43.8
"11263","FLA","20102011","2011-03-12",3,0,3,45.1,105.9,84,14.3,100,42.1,114.3,48
"11264","FLA","20092010","2010-02-11",0,1,-1,45.3,116.3,70.8,0,95.7,44.1,95.7,60
"11265","FLA","20092010","2009-12-31",3,3,0,46.5,122,70,10.7,91.9,62,102.6,40.7
"11266","FLA","20092010","2009-12-14",4,1,3,46.5,111.4,71.9,17.4,96.4,48.1,113.8,52.9
"11267","FLA","20082009","2009-03-28",3,2,1,46.4,126.3,68.8,13.6,93.5,55.3,107.2,35
"11268","FLA","20082009","2008-11-01",2,1,1,46.4,119.9,63.6,9.5,95.7,46.7,105.2,39.3
"11269","EDM","20142015","2015-03-06",1,1,0,47.4,144.4,83.3,2.5,97.2,40.7,99.7,59.5
"11270","EDM","20142015","2015-01-17",1,2,-1,46,109.8,81.2,3.8,93.8,48.7,97.6,45.2
"11271","EDM","20142015","2015-01-02",0,1,-1,45.3,94.7,78.3,0,94.7,53.7,94.7,45.2
"11272","EDM","20142015","2014-10-17",0,1,-1,46,118.5,70.4,0,95.8,55.1,95.8,37.5
"11273","EDM","20132014","2014-03-22",0,7,-7,46.2,115,71,0,74.1,52.5,74.1,61.9
"11274","EDM","20132014","2014-03-16",1,1,0,46.5,128.5,73.7,3.6,96,48.9,99.6,48.5
"11275","EDM","20132014","2014-01-21",1,2,-1,45.9,118.7,75,4.8,90,53.2,94.8,41.4
"11276","EDM","20132014","2013-11-05",2,2,0,45.2,84.5,78.3,11.1,89.5,44.2,100.6,51.9
"11277","EDM","20122013","2013-01-30",1,0,1,46.2,107.4,50,6.2,100,47.2,106.2,37.9
"11278","EDM","20122013","2013-01-28",0,1,-1,46.2,128.2,58.6,0,96.8,58.5,96.8,50
"11279","EDM","20102011","2011-03-09",0,3,-3,45.6,110,69.2,0,88.5,44.7,88.5,31.8
"11280","EDM","20102011","2011-02-05",3,4,-1,45.5,104.9,64.3,16.7,85.7,34.4,102.4,50
"11281","EDM","20102011","2010-12-14",1,2,-1,46.1,121.2,73.3,4.5,89.5,39.4,94,57.1
"11282","EDM","20092010","2009-10-12",5,1,4,44.9,98.6,85.7,27.8,95.8,48.6,123.6,34.8
"11283","EDM","20082009","2009-03-19",6,1,5,45.5,101.5,81.8,33.3,95.7,44.7,129,41.4
"11284","EDM","20082009","2009-02-28",3,0,3,46.3,121.7,81.8,11.1,100,52.9,111.1,50
"11285","EDM","20082009","2008-12-26",1,1,0,44.9,98.7,60,8.3,94.1,40.6,102.5,45.5
"11286","DET","20142015","2015-04-07",2,2,0,45.8,89,82.8,8.3,93.1,42.3,101.4,32.4
"11287","DET","20142015","2015-01-17",3,1,2,45.6,88.9,74.1,15,96.3,54,111.3,53.1
"11288","DET","20132014","2013-12-17",2,4,-2,44.8,81.6,70.8,11.8,82.6,61,94.4,62.1
"11289","DET","20122013","2013-02-21",2,2,0,45.1,91.4,83.3,10,88.9,55.9,98.9,52.4
"11290","DET","20112012","2011-10-08",2,0,2,46.5,125.4,79.1,5.9,100,34.1,105.9,46.7
"11291","DET","20102011","2011-03-28",0,1,-1,46.5,137.2,68.8,0,97,65.8,97,50
"11292","DET","20102011","2010-12-03",4,0,4,46.2,105.3,69.4,16,100,39.4,116,21.1
"11293","DET","20092010","2010-01-02",2,0,2,45.8,111.1,73.5,8,100,56.8,108,39.1
"11294","DET","20092010","2009-11-18",1,1,0,45.3,109.4,83.3,5,95.5,50,100.5,45.5
"11295","DET","20082009","2009-03-14",4,2,2,44.9,93.7,87,20,91.3,50,111.3,44.4
"11296","DAL","20132014","2014-04-05",5,2,3,44.8,104.3,69.2,27.8,91.3,39.5,119.1,33.3
"11297","DAL","20132014","2013-11-29",1,1,0,46.3,105.7,76.5,3.8,95.7,57.8,99.5,59.3
"11298","DAL","20132014","2013-11-07",2,3,-1,45.1,75.6,74.1,10,88.9,41.7,98.9,41.7
"11299","DAL","20122013","2013-02-15",4,3,1,44.8,89,77.3,23.5,86.4,46.3,109.9,38.5
"11300","DAL","20122013","2013-01-22",2,0,2,45.7,105.7,81.5,9.1,100,45.7,109.1,44.4
"11301","DAL","20112012","2012-01-03",4,5,-1,46.4,103.1,73.5,16,83.3,58.5,99.3,40.7
"11302","DAL","20112012","2011-11-18",0,1,-1,46.3,117.5,72.4,0,97.1,31.9,97.1,45.5
"11303","DAL","20102011","2011-03-05",2,2,0,46.3,117.4,57.1,10,91.7,44.2,101.7,40
"11304","DAL","20082009","2009-02-16",2,1,1,45.5,98,56.7,11.8,96.8,60.6,108.5,33.3
"11305","COL","20142015","2015-03-28",5,3,2,45.8,104.7,64.5,25,88,40,113,37
"11306","COL","20132014","2014-03-19",3,3,0,46,95.1,70,14.3,87.5,51.9,101.8,51.6
"11307","COL","20122013","2013-04-26",1,2,-1,45.3,101,73.9,5.9,92.3,62.5,98.2,43.8
"11308","COL","20112012","2011-12-08",2,1,1,44.1,87,65.2,13.3,95.2,50,108.6,38.1
"11309","COL","20102011","2010-12-10",1,2,-1,46.1,105.2,77.4,4.2,90.9,42.9,95.1,45.5
"11310","CHI","20132014","2014-02-05",2,0,2,45.6,104.9,79.3,8.7,100,54.8,108.7,63.3
"11311","CHI","20132014","2013-11-02",5,1,4,46.6,107.8,77.4,20.8,96.2,47.5,117,57.9
"11312","CHI","20122013","2013-02-05",3,3,0,45.2,100.9,91.3,14.3,87,46.2,101.2,48.1
"11313","CHI","20112012","2012-03-20",3,1,2,46.1,99.7,72.7,12.5,95.8,37.5,108.3,48.1
"11314","CHI","20102011","2011-03-05",5,3,2,45.8,110.5,72.4,23.8,86.4,44.4,110.2,45.8
"11315","CHI","20102011","2010-12-26",2,0,2,45.1,93.7,90.5,10.5,100,42.1,110.5,38.1
"11316","CHI","20102011","2010-10-27",3,1,2,46.5,116.9,80,12.5,96.9,48.9,109.4,50
"11317","CHI","20092010","2010-04-04",4,1,3,46,101.3,83.3,16,95.8,45.8,111.8,48.4
"11318","CHI","20092010","2010-01-28",3,2,1,46.8,125.5,82.1,9.4,93.9,58.1,103.3,41.7
"11319","CHI","20082009","2009-01-21",0,0,0,43.9,80.3,77.8,0,100,47.4,100,54.2
"11320","CHI","20082009","2008-11-20",3,2,1,45.7,96.9,60.6,15,93.3,37.5,108.3,44.4
"11321","CHI","20082009","2008-10-11",2,4,-2,45.2,102.5,62.5,13.3,84,58.6,97.3,64.7
"11322","CGY","20142015","2015-04-07",2,2,0,46.6,122.8,75,8.3,90.9,54.1,99.2,50
"11323","CGY","20142015","2014-11-13",4,2,2,45.7,99.8,59.3,25,89.5,52.9,114.5,41.9
"11324","CGY","20132014","2014-03-01",1,1,0,46.5,123.5,69.7,4.3,94.7,33.3,99.1,50
"11325","CGY","20132014","2013-10-22",2,2,0,46.4,118.4,60.6,10,92.9,40.4,102.9,48.3
"11326","CGY","20122013","2013-03-26",0,2,-2,45.1,95.9,66.7,0,92.6,55.1,92.6,42.1
"11327","CGY","20122013","2013-02-17",3,3,0,45.9,115.1,66.7,15,87,46.7,102,40.7
"11328","CGY","20112012","2012-04-05",2,1,1,44.4,93.4,90.9,10,95.7,37.9,105.7,31.8
"11329","CGY","20112012","2012-02-08",3,1,2,46.9,130.7,72.1,9.7,97,45.6,106.6,53.8
"11330","CGY","20112012","2011-12-18",0,2,-2,44.1,90.3,65,0,86.7,51.4,86.7,42.1
"11331","CGY","20112012","2011-10-28",2,1,1,45.9,101.6,68,11.8,95.8,45.3,107.6,42.4
"11332","CGY","20102011","2011-03-12",3,2,1,46.5,110.5,66.7,13.6,92.3,46.9,105.9,42.9
"11333","CGY","20102011","2010-12-05",0,0,0,44.1,104.3,77.3,0,100,34.3,100,45.8
"11334","CGY","20092010","2009-10-31",1,2,-1,45.8,101.7,61.3,5.3,91.7,52.2,96.9,56.7
"11335","CGY","20082009","2008-12-17",2,2,0,45.9,104.9,66.7,11.1,89.5,43.5,100.6,63.3
"11336","CGY","20082009","2008-11-02",1,3,-2,45.9,108.3,70.6,4.2,89.3,39.6,93.5,71
"11337","CBJ","20132014","2013-11-17",1,0,1,45.3,112.5,62.5,6.7,100,59.6,106.7,32.1
"11338","CBJ","20132014","2013-10-10",4,1,3,45.9,104,78.8,15.4,96.2,59.5,111.5,39.3
"11339","CBJ","20112012","2012-01-13",4,3,1,46.5,112.6,71.1,14.8,90.9,62,105.7,38.2
"11340","CBJ","20102011","2011-01-04",1,4,-3,46.2,118.5,64.5,5,84,51,89,73.3
"11341","CBJ","20102011","2010-11-17",4,2,2,46.5,124.2,63.9,17.4,92.9,47.9,110.2,33.3
"11342","CBJ","20092010","2009-12-23",1,3,-2,46.4,133.9,58.8,5,88.9,51.1,93.9,48.4
"11343","CBJ","20092010","2009-11-26",0,0,0,45.8,118.4,76.9,0,100,54.5,100,45.5
"11344","CBJ","20092010","2009-11-07",3,2,1,44.9,92.2,80.8,14.3,89.5,54.5,103.8,44.8
"11345","CAR","20142015","2015-03-15",2,1,1,44.8,92.9,76.9,10,94.7,60.5,104.7,65.4
"11346","CAR","20132014","2014-03-01",1,1,0,45.1,101,73.3,4.5,95.5,50,100,58.3
"11347","CAR","20122013","2013-02-12",1,1,0,44.3,82.2,89.5,5.9,95.7,46.3,101.5,48
"11348","CAR","20112012","2011-12-06",5,5,0,46.8,133,78.9,16.7,84.8,57.6,101.5,47.1
"11349","CAR","20112012","2011-10-22",3,3,0,43.4,87.1,63.6,21.4,75,42.9,96.4,66.7
"11350","CAR","20102011","2011-02-18",3,1,2,45.7,118.1,75,14.3,92.9,41.9,107.1,66.7
"11351","CAR","20102011","2011-01-26",4,0,4,46.3,120.5,62.9,18.2,100,43.2,118.2,47.6
"11352","CAR","20102011","2011-01-05",1,1,0,46,107,79.3,4.3,95.8,46.3,100.2,44.4
"11353","CAR","20092010","2010-01-08",1,0,1,44.4,93.8,78.9,6.7,100,55,106.7,39.1
"11354","CAR","20092010","2009-12-31",0,1,-1,45.7,105.7,56,0,95.8,48.8,95.8,50
"11355","CAR","20082009","2009-04-04",2,2,0,46.2,116.4,72.4,9.5,92.9,58.5,102.4,37
"11356","CAR","20082009","2009-01-10",1,4,-3,45.9,112,86.2,4,84.6,43.2,88.6,52.2
"11357","BUF","20142015","2015-02-10",0,1,-1,46.3,118.6,79.5,0,95.2,43.9,95.2,66.7
"11358","BUF","20132014","2014-01-21",1,4,-3,45.7,107.3,72.7,4.2,80,50,84.2,45.8
"11359","BUF","20132014","2013-12-12",0,2,-2,46.5,131.7,78.9,0,93.1,30.4,93.1,55.9
"11360","BUF","20122013","2013-04-05",4,2,2,45.8,110.1,81.2,15.4,93.1,57.5,108.5,45.8
"11361","BUF","20112012","2011-10-29",1,1,0,45.6,110.6,69,5,96.2,54.8,101.2,60
"11362","BUF","20102011","2011-04-09",3,3,0,45.8,111.3,92.3,12.5,87,40.5,99.5,40
"11363","BUF","20102011","2011-04-08",3,2,1,46.1,101.7,74.3,11.5,91.7,37.2,103.2,54.2
"11364","BUF","20102011","2011-04-03",1,1,0,45.8,118.9,62.5,5,96,62.1,101,47.4
"11365","BUF","20102011","2010-11-17",1,2,-1,46.1,107.3,72.4,4.8,91.3,45.5,96.1,50
"11366","BUF","20092010","2009-11-06",0,3,-3,45.9,119.8,73.3,0,90,47.4,90,52
"11367","BUF","20082009","2009-02-11",0,1,-1,40.5,85.1,60,0,91.7,47.8,91.7,58.3
"11368","BUF","20082009","2008-11-15",1,2,-1,45.3,110.2,76,5.3,85.7,42.4,91,50
"11369","BUF","20082009","2008-11-12",4,3,1,46.1,109,69.4,16,88.9,66,104.9,57.1
"11370","BOS","20112012","2011-11-05",6,0,6,46.5,117.8,62.5,40,100,43.2,140,38.1
"11371","BOS","20112012","2011-10-15",1,2,-1,46.3,116.5,72.7,4.2,91.7,50.9,95.8,53.1
"11372","BOS","20102011","2011-03-05",1,2,-1,46.5,112.1,82.4,3.6,93.8,48.9,97.3,54.5
"11373","BOS","20102011","2010-10-21",1,1,0,46.4,127.7,74.3,3.8,96.8,55.8,100.6,38.5
"11374","BOS","20092010","2010-03-27",2,0,2,45.5,105.2,80.6,8,100,60.4,108,30
"11375","BOS","20082009","2009-04-09",2,1,1,43.9,83.1,85,11.8,95.7,57.1,107.4,56
"11376","BOS","20082009","2009-03-19",2,1,1,45.8,108.4,64.5,10,96.3,65.5,106.3,17.6
"11377","BOS","20082009","2009-03-15",2,3,-1,45.5,115.7,66.7,11.1,87.5,58.8,98.6,31.2
"11378","BOS","20082009","2009-03-12",2,3,-1,45.2,90.9,60.9,14.3,85,45.5,99.3,64
"11379","BOS","20082009","2009-02-14",1,1,0,45.5,103.7,60.7,5.9,94.7,54.3,100.6,53.8
"11380","BOS","20082009","2008-12-04",1,1,0,46.1,106.1,65.6,4.8,96.2,40.4,100.9,46.2
"11381","BOS","20082009","2008-10-30",2,1,1,45.9,105.5,61.1,9.1,96,48.8,105.1,24
"11382","ATL","20102011","2011-04-08",1,4,-3,45.5,99.1,57.1,6.2,85.2,43.9,91.4,52
"11383","ATL","20102011","2011-03-05",2,2,0,46.5,132.5,70.3,7.7,93.1,40,100.8,58.8
"11384","ATL","20102011","2011-01-20",1,2,-1,45.7,90.6,80.8,4.8,93.1,55.3,97.9,58.3
"11385","ATL","20102011","2011-01-14",1,4,-3,46.3,115.1,64.5,5,86.7,45.2,91.7,47.8
"11386","ATL","20102011","2011-01-09",1,1,0,46.1,110.3,64.5,5,96.2,51.1,101.2,62.1
"11387","ATL","20102011","2010-12-28",2,3,-1,45.1,106.8,60.7,11.8,88,52.4,99.8,42.1
"11388","ATL","20102011","2010-11-14",2,4,-2,46.2,110.7,76,10.5,85.7,47.6,96.2,46.3
"11389","ATL","20092010","2010-03-23",0,4,-4,46.5,115.2,70.6,0,86.2,48.8,86.2,50
"11390","ATL","20092010","2010-02-12",2,1,1,46.1,118.6,58.6,11.8,96.8,56.9,108.5,27.5
"11391","ATL","20092010","2010-02-05",1,3,-2,46.7,144.9,76.9,3.3,88.5,58.3,91.8,53.1
"11392","ARI","20142015","2015-02-03",1,0,1,46.2,111,82.1,4.3,100,46.9,104.3,38.6
"11393","ARI","20142015","2015-01-13",2,2,0,46.1,111.2,71.9,8.7,90.9,50,99.6,45.2
"11394","ARI","20142015","2014-10-23",0,2,-2,46.2,117,61.3,0,91.7,61,91.7,53.8
"11395","ANA","20142015","2015-02-27",3,2,1,46.5,107.5,71.8,10.7,90.5,59,101.2,43.6
"11396","ANA","20142015","2014-10-19",1,0,1,45.9,101.2,73.3,4.5,100,66,104.5,70.7
"11397","ANA","20142015","2014-10-11",3,2,1,45.5,94.6,88,13.6,91.3,60,104.9,50
"11398","ANA","20102011","2011-01-15",1,6,-5,45.7,107.5,75.9,4.5,76,46.4,80.5,41.7
"11399","ANA","20102011","2010-10-17",3,2,1,46.4,120.7,76.2,9.4,93.8,38,103.1,56.2
"11400","ANA","20102011","2010-10-13",2,1,1,46.5,119.7,70.3,7.7,96.8,37,104.5,41.2
"11401","ANA","20092010","2010-02-10",2,0,2,45.7,124,69.2,11.1,100,51.5,111.1,27.8
"11402","ANA","20092010","2009-11-29",1,2,-1,45.5,96,73.3,4.5,91.3,46.3,95.8,46.2
"11403","ANA","20082009","2009-04-05",0,1,-1,44.3,79.7,64,0,95.2,39.4,95.2,33.3
"11404","WSH","20142015","2015-03-13",1,1,0,44.6,105.9,52.2,8.3,95.5,52.4,103.8,47.8
"11405","WSH","20142015","2015-01-08",1,2,-1,46,122.2,74.1,5,90.5,53.3,95.5,52
"11406","WSH","20132014","2014-02-27",3,3,0,44.4,89.5,85.2,13,87,51.1,100,61.5
"11407","WSH","20132014","2014-01-31",1,3,-2,45.1,105.5,74.1,5,88.9,41.7,93.9,50
"11408","WSH","20132014","2013-11-10",1,4,-3,45.7,119.5,78.1,4,85.2,61,89.2,69
"11409","WSH","20132014","2013-10-01",1,4,-3,44.7,98.6,76.2,6.2,84,45.2,90.2,41.2
"11410","WSH","20112012","2012-03-25",2,0,2,45.7,107.7,63.3,10.5,100,46.5,110.5,46.4
"11411","WSH","20112012","2012-03-10",3,3,0,45.1,104.8,70,14.3,88.9,50,103.2,20
"11412","WSH","20112012","2012-01-07",1,2,-1,46.5,128.1,66.7,3.6,93.9,50,97.5,41.9
"11413","WSH","20092010","2010-03-16",4,3,1,46.2,129.7,67.5,14.8,90.6,47.1,105.4,41.2
"11414","WSH","20082009","2009-04-03",1,3,-2,44.6,113.8,85.7,4.2,84.2,59.1,88.4,54.2
"11415","WSH","20082009","2008-11-20",1,2,-1,45.6,119.8,51.7,6.7,91.7,42.1,98.3,33.3
"11416","WSH","20082009","2008-11-19",3,3,0,42.6,85.3,95,15.8,86.4,51.4,102.2,43.8
"11417","WSH","20082009","2008-11-15",3,4,-1,46.4,127.4,66.7,12.5,84,50.9,96.5,45.5
"11418","WPG","20142015","2015-04-11",5,1,4,44.6,87,81.8,27.8,95.8,60.4,123.6,43.3
"11419","WPG","20142015","2015-01-11",4,2,2,45.1,112.9,66.7,22.2,92.6,45.1,114.8,44.1
"11420","WPG","20132014","2013-11-17",1,2,-1,45.3,100.4,73.1,5.3,91.3,34.1,96.6,54.8
"11421","WPG","20132014","2013-11-06",1,4,-3,45,92.9,78.6,4.5,84.6,41.9,89.2,46.4
"11422","WPG","20122013","2013-04-20",3,4,-1,45.8,119.6,59.4,15.8,83.3,45.8,99.1,34.5
"11423","WPG","20122013","2013-02-26",4,3,1,45.5,106.3,90,14.8,88.9,41.3,103.7,40
"11424","WPG","20112012","2012-04-07",2,3,-1,46,118.6,70.6,8.3,87,52.8,95.3,45.5
"11425","WPG","20112012","2012-01-12",0,2,-2,46.3,131.6,60.6,0,94.1,36.2,94.1,57.6
"11426","VAN","20142015","2015-03-28",1,3,-2,46.1,115.4,71.1,3.7,91.4,44.2,95.1,48.6
"11427","VAN","20132014","2014-01-10",2,1,1,45.6,102.7,76.9,10,96.6,57.6,106.6,41
"11428","VAN","20132014","2013-12-09",1,0,1,45.5,113,65.5,5.3,100,48.8,105.3,30
"11429","VAN","20132014","2013-10-12",1,1,0,46.4,131.2,76.3,3.4,96.9,45.6,100.3,39.4
"11430","VAN","20122013","2013-04-10",3,1,2,45.7,122.5,69,15,97.3,54.7,112.3,45.2
"11431","VAN","20102011","2010-10-20",0,1,-1,45.7,115.7,70,0,96.3,43.9,96.3,38.5
"11432","VAN","20102011","2010-10-11",2,1,1,46.6,133.5,85.4,5.7,97.3,60.4,103,48.8
"11433","TOR","20142015","2014-11-29",3,1,2,46,125.9,56.2,16.7,96.6,50,113.2,42.3
"11434","TOR","20142015","2014-11-20",3,0,3,45.2,111.2,56.5,23.1,100,56.2,123.1,37.9
"11435","TOR","20142015","2014-10-25",0,2,-2,45.1,109,68,0,91.3,43.1,91.3,46.7
"11436","TOR","20132014","2014-03-28",1,2,-1,45.5,117.9,89.7,3.8,90.5,45.2,94.3,34.6
"11437","TOR","20132014","2013-10-26",1,0,1,45.6,113.6,77.8,4.8,100,52.9,104.8,54.5
"11438","TOR","20122013","2013-02-02",0,1,-1,45.8,117.2,76,0,96.7,46.2,96.7,37.1
"11439","TOR","20102011","2011-04-06",0,2,-2,43.8,78.9,83.3,0,90.5,51.4,90.5,36.8
"11440","TOR","20102011","2011-03-12",4,2,2,46.8,135.9,65.8,16,95,68.1,111,32.1
"11441","TOR","20102011","2011-01-03",1,2,-1,46.7,138.5,75.6,2.9,93.5,58.2,96.5,48.5
"11442","TOR","20082009","2009-01-16",2,3,-1,44.1,91.2,58.3,14.3,88.5,48.8,102.7,34.8
"11443","TOR","20082009","2008-12-23",2,6,-4,45.9,110.9,71,9.1,82.4,66,91.4,46.4
"11444","TOR","20082009","2008-10-18",0,2,-2,44.9,110.2,62.5,0,89.5,37.8,89.5,42.1
"11445","T.B","20142015","2015-03-24",4,3,1,45.7,98.8,75,16.7,90.3,56,107,64.5
"11446","T.B","20142015","2015-02-16",1,3,-2,44.9,97.3,66.7,5.6,88,33.3,93.6,42.1
"11447","T.B","20132014","2014-04-11",2,1,1,45.3,107.2,59.4,10.5,95.8,45.5,106.4,64.7
"11448","T.B","20132014","2014-01-14",1,1,0,45.8,110.3,77.8,4.8,96.6,42.9,101.3,39.4
"11449","T.B","20132014","2014-01-13",1,1,0,45,114.1,77.8,4.8,95.2,42.1,100,50
"11450","T.B","20132014","2013-10-15",4,1,3,45,109.9,74.1,20,95.2,43.9,115.2,56.5
"11451","T.B","20122013","2013-04-16",3,2,1,45.9,113,75,12.5,92.3,41.7,104.8,50
"11452","T.B","20122013","2013-03-26",1,1,0,43.3,85.8,70.8,5.9,91.7,55.6,97.5,52.4
"11453","T.B","20112012","2012-03-03",2,3,-1,45,92.5,68,11.8,87.5,43.9,99.3,45.5
"11454","T.B","20092010","2010-03-11",2,3,-1,46.1,120.4,69.4,8,88.9,45.8,96.9,52
"11455","T.B","20092010","2010-02-11",3,4,-1,45.3,119.5,78.1,12,86.2,47.9,98.2,50
"11456","T.B","20092010","2009-11-03",1,0,1,45.3,132.4,70.4,5.3,100,39,105.3,46.2
