"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"11457","T.B","20092010","2009-10-06",0,0,0,43.8,96.2,66.7,0,100,48.3,100,47.8
"11458","T.B","20082009","2009-01-08",1,2,-1,45.8,106.9,63.3,5.3,90.9,48.8,96.2,52
"11459","T.B","20082009","2008-12-26",3,1,2,45,117.4,78.8,11.5,95.7,44.4,107.2,47.4
"11460","STL","20142015","2015-03-05",1,2,-1,46.2,116.3,77.4,4.2,93.1,46.7,97.3,56
"11461","STL","20142015","2015-02-03",1,1,0,45.5,104.8,50,6.2,96.4,50,102.7,43.8
"11462","STL","20122013","2013-04-19",1,1,0,44.3,82.7,77.3,5.9,95,47.7,100.9,54.2
"11463","STL","20122013","2013-02-15",3,1,2,45.2,103.2,71,13.6,96.3,45.2,109.9,37.5
"11464","STL","20112012","2011-12-27",0,2,-2,45,108.1,80,0,91.3,52.3,91.3,37
"11465","STL","20092010","2010-03-02",4,2,2,45.1,128.3,70.6,16.7,93.5,57.1,110.2,47.4
"11466","STL","20092010","2010-01-21",2,0,2,44.9,98.4,73.1,10.5,100,54,110.5,43.8
"11467","STL","20082009","2009-03-17",0,0,0,46,127.6,67.6,0,100,37.7,100,38.5
"11468","STL","20082009","2008-11-05",1,3,-2,44.6,90,82.8,4.2,87,66.7,91.1,45.5
"11469","STL","20082009","2008-10-10",1,2,-1,44.3,92.7,57.7,6.7,90.9,47.4,97.6,33.3
"11470","S.J","20122013","2013-03-28",2,0,2,46.4,117.6,66.7,8.3,100,53.2,108.3,38.7
"11471","S.J","20122013","2013-02-22",1,1,0,45.2,108,68,5.9,96.4,50,102.3,42.9
"11472","S.J","20102011","2010-12-08",3,4,-1,46,126.8,70,14.3,86.7,67.3,101,42.9
"11473","S.J","20102011","2010-11-24",2,2,0,44.7,109.1,73.3,9.1,91.3,50,100.4,52.6
"11474","S.J","20092010","2010-01-30",1,0,1,45.3,130.4,78.6,4.5,100,54.8,104.5,41.7
"11475","S.J","20092010","2009-12-11",1,1,0,45.7,125.1,67.6,4.3,96,65,100.3,48.1
"11476","S.J","20092010","2009-10-19",5,2,3,44.7,106.6,73.3,22.7,89.5,58.8,112.2,53.3
"11477","PIT","20142015","2015-04-07",3,1,2,45.9,124.5,65.7,13,96.9,50,109.9,44.8
"11478","PIT","20142015","2015-04-04",3,4,-1,45.1,105.4,84.4,11.1,85.7,45.3,96.8,56.7
"11479","PIT","20142015","2014-12-27",0,3,-3,45,112.6,60.7,0,88,40.9,88,61.3
"11480","PIT","20142015","2014-12-15",2,1,1,45.3,113.8,66.7,10,95.5,38.1,105.5,36
"11481","PIT","20142015","2014-11-18",3,0,3,45.8,107.5,71.4,15,100,33.3,115,46.5
"11482","PIT","20132014","2013-12-31",1,2,-1,45,97.1,70.4,5.3,92.3,50,97.6,51.7
"11483","PIT","20112012","2011-11-03",3,3,0,46.4,118.2,86.5,9.4,90.3,38.6,99.7,46.2
"11484","PIT","20102011","2011-01-18",2,1,1,45.8,112.3,71.1,7.4,96.4,46.8,103.8,41.4
"11485","PIT","20102011","2010-11-26",0,1,-1,46,136,80,0,97.1,54.3,97.1,34.8
"11486","PIT","20092010","2009-12-30",0,1,-1,45.3,104.4,86.7,0,96.3,46.2,96.3,56
"11487","PIT","20092010","2009-10-23",0,1,-1,45.3,122.5,77.4,0,95.2,50,95.2,54.3
"11488","PIT","20082009","2009-01-10",1,4,-3,45.7,99.9,70,4.8,86.2,40,91,59.3
"11489","PHX","20132014","2014-01-13",0,4,-4,44.7,115.6,66.7,0,82.6,48.6,82.6,45
"11490","PHX","20132014","2013-12-21",1,1,0,44.7,123.5,60,6.7,95.7,43.3,102.3,73.3
"11491","PHX","20132014","2013-11-16",3,2,1,45,96.3,81.5,13.6,91.7,53.1,105.3,57.1
"11492","PHX","20122013","2013-04-04",3,0,3,44.9,114.9,83.3,12,100,48.8,112,37.9
"11493","PHX","20122013","2013-03-25",1,1,0,45.6,122.5,57.1,5,96.4,66.7,101.4,44.8
"11494","PHX","20102011","2010-11-17",1,1,0,45.6,131.4,71.9,4.3,96.9,64.3,101.2,44.4
"11495","PHX","20092010","2010-03-25",3,3,0,46.2,116.4,71.1,11.1,89.3,51,100.4,36.7
"11496","PHX","20092010","2010-01-30",3,2,1,44.1,96.1,72,16.7,89.5,42.4,106.1,42.1
"11497","PHX","20092010","2009-12-10",1,2,-1,45.5,102.5,69,5,91.3,44.4,96.3,44.4
"11498","PHX","20082009","2009-03-12",1,4,-3,45.3,104.2,82.8,4.2,87.1,43.2,91.3,63.3
"11499","PHX","20082009","2009-02-21",4,2,2,45.6,111.2,63.6,19,91.7,45.2,110.7,50
"11500","PHX","20082009","2008-12-23",3,2,1,44.6,98.1,62.1,16.7,92.9,45,109.5,50
"11501","PHI","20142015","2015-02-24",1,2,-1,45.8,116.3,66.7,5,91.7,47.3,96.7,56.2
"11502","PHI","20142015","2014-11-29",1,3,-2,45.5,108.4,71.4,5,89.3,67.6,94.3,50
"11503","PHI","20132014","2014-01-25",0,3,-3,45.6,106.7,80.8,0,87,36.8,87,63.9
"11504","PHI","20122013","2013-04-09",1,3,-2,46.2,112.2,69.4,4,90.3,52.2,94.3,42.4
"11505","PHI","20122013","2013-03-31",2,2,0,45.5,129.6,69,10,90,42.9,100,43.5
"11506","PHI","20122013","2013-03-24",0,0,0,46.2,117.3,69.4,0,100,52.4,100,50
"11507","PHI","20122013","2013-02-09",2,2,0,46,129.7,58.3,9.5,92.3,53.1,101.8,33.3
"11508","PHI","20122013","2013-01-19",1,1,0,45,102.6,61.5,6.2,95.7,39.5,101.9,42.3
"11509","PHI","20112012","2011-12-17",0,3,-3,44.6,125.5,75,0,86.4,47.4,86.4,52
"11510","PHI","20102011","2010-12-09",3,1,2,45.9,129.5,75.9,13.6,96.4,68.1,110.1,30
"11511","PHI","20102011","2010-11-07",2,1,1,46,123.8,70.6,8.3,96.4,48.9,104.8,43.8
"11512","PHI","20082009","2009-04-04",1,2,-1,45.7,100.1,78.8,3.8,93.3,43.2,97.2,41.7
"11513","PHI","20082009","2009-03-14",4,2,2,46,131,78.1,16,93.3,50,109.3,34.5
"11514","PHI","20082009","2009-03-12",1,1,0,45.9,119.9,81.1,3.3,96.2,58.3,99.5,50
"11515","PHI","20082009","2008-11-02",1,4,-3,44.3,105.8,85,5.9,81,64.5,86.8,53.8
"11516","PHI","20082009","2008-10-16",0,1,-1,40.5,77.7,77.8,0,93.8,33.3,93.8,35.7
"11517","OTT","20142015","2014-12-19",4,2,2,45.9,115.2,77.1,14.8,92.9,50.9,107.7,48.6
"11518","OTT","20142015","2014-11-29",0,3,-3,45.6,108.4,66.7,0,88.9,44.4,88.9,33.3
"11519","OTT","20142015","2014-11-24",1,2,-1,44.3,99.5,70,7.1,92.6,42,99.7,36.1
"11520","OTT","20142015","2014-11-15",2,3,-1,44.9,108.4,68.2,13.3,87,45.8,100.3,60
"11521","OTT","20142015","2014-10-11",2,1,1,45.2,104.5,82.1,8.7,96.8,50,105.5,38.5
"11522","OTT","20132014","2013-11-09",2,2,0,45.5,110.4,77.4,8.3,91.7,51.2,100,36
"11523","OTT","20122013","2013-01-30",3,0,3,45.1,111.1,81.5,13.6,100,54.2,113.6,40
"11524","OTT","20112012","2012-01-23",0,2,-2,45.1,116.8,70,0,92,52.6,92,53.8
"11525","OTT","20102011","2011-02-26",2,1,1,45.1,103.2,72.7,8.3,96.2,60.4,104.5,48.4
"11526","OTT","20102011","2011-01-07",0,2,-2,45.7,94.6,69.7,0,91.3,48.9,91.3,41.4
"11527","OTT","20102011","2010-10-23",0,3,-3,45.2,103.8,56.7,0,88.5,61,88.5,38.5
"11528","OTT","20092010","2010-02-13",1,1,0,45.5,106.2,81.2,3.8,96.9,47.6,100.7,50
"11529","NYR","20142015","2015-04-02",2,2,0,43.8,82.9,87,10,90.9,37,100.9,40.7
"11530","NYR","20142015","2015-03-24",2,4,-2,46.4,129.5,78.6,6.1,88.2,48.1,94.3,53.7
"11531","NYR","20142015","2015-01-07",2,0,2,46.7,133.8,65.1,7.1,100,36.5,107.1,57.6
"11532","NYR","20142015","2014-11-05",2,1,1,44.9,103.1,81.5,9.1,94.1,48.6,103.2,47.8
"11533","NYR","20132014","2014-04-03",2,1,1,43.3,86.2,70.8,11.8,95,40.5,106.8,44.8
"11534","NYR","20122013","2013-03-24",1,1,0,45.6,101.1,75.8,4,94.7,55.3,98.7,68.2
"11535","NYR","20122013","2013-01-19",1,3,-2,42.9,85.9,63.6,7.1,85.7,36.8,92.9,52
"11536","NYR","20112012","2012-01-19",1,3,-2,45.8,112.5,76.7,4.3,90.9,63.6,95.3,57.6
"11537","NYR","20112012","2011-12-01",4,3,1,45.9,119.1,73.3,18.2,89.7,44.7,107.8,41.9
"11538","NYR","20112012","2011-11-11",4,1,3,46.2,122.8,85.4,11.4,96.6,48.9,108,51.6
"11539","NYR","20092010","2010-03-10",3,5,-2,43.8,73.9,69.6,18.8,77.3,42.2,96,38.1
"11540","NYR","20092010","2009-12-17",2,1,1,43.9,109.3,61.1,18.2,95.2,67.9,113.4,50
"11541","NYI","20142015","2014-11-28",2,3,-1,46.6,132,64.1,8,86.4,38,94.4,60
"11542","NYI","20142015","2014-10-23",3,2,1,46.4,122.9,75,8.3,92.3,35.2,100.6,56.7
"11543","NYI","20132014","2014-01-02",2,1,1,46.4,121.6,76.9,6.7,97.3,47.9,104,48.6
"11544","NYI","20132014","2013-11-23",2,3,-1,46.6,143.7,83.8,6.5,88,50,94.5,52.9
"11545","NYI","20112012","2012-04-05",4,4,0,45.2,104.2,74.1,20,81,54.8,101,55
"11546","NYI","20112012","2012-03-03",2,1,1,45.1,106.6,64.7,9.1,96,49.1,105.1,43.8
"11547","NYI","20102011","2011-03-12",1,2,-1,43.9,79.8,63.2,8.3,89.5,47.6,97.8,37
"11548","NYI","20102011","2010-10-23",1,4,-3,44.1,93.9,84,4.8,84,41.3,88.8,40.7
"11549","NYI","20092010","2010-02-14",3,3,0,45.7,124.1,68.6,12.5,89.3,46.2,101.8,30.4
"11550","NYI","20092010","2010-02-13",5,4,1,44.9,112.3,77.4,20.8,85.7,47.7,106.5,25
"11551","NYI","20092010","2009-11-06",1,1,0,42.3,69.3,84.2,6.2,95.2,50,101.5,20
"11552","NYI","20082009","2008-11-26",1,4,-3,44.9,97.9,69.2,5.6,77.8,60.7,83.3,46.9
"11553","NSH","20142015","2015-02-08",0,2,-2,45.6,110,57.6,0,92.3,46.2,92.3,39.4
"11554","NSH","20142015","2015-01-03",5,3,2,44.6,94.9,77.8,23.8,85,49.1,108.8,36
"11555","NSH","20132014","2014-04-13",4,2,2,45,102.8,77.4,16.7,92,64.3,108.7,37.8
"11556","NSH","20132014","2014-04-12",6,4,2,44.7,91.5,78.6,27.3,80,55.1,107.3,53.6
"11557","NSH","20132014","2013-11-19",1,0,1,43.5,89.3,68.2,6.7,100,60.4,106.7,53.1
"11558","NSH","20112012","2012-03-06",4,5,-1,45.1,96.9,75,19,80.8,50,99.8,50
"11559","NSH","20112012","2012-01-21",4,2,2,45.9,108.7,61.8,19,90.5,52.6,109.5,52.8
"11560","NSH","20112012","2011-11-29",0,1,-1,45.6,106.8,64.5,0,96.2,51,96.2,43.6
"11561","NSH","20092010","2010-03-27",0,0,0,46,118,71.8,0,100,45.8,100,48.6
"11562","NSH","20092010","2009-12-05",2,3,-1,45.8,121.5,70,9.5,90.3,44.2,99.8,51.9
"11563","NSH","20092010","2009-10-15",1,2,-1,45,88.3,45,11.1,92.6,47.6,103.7,38.5
"11564","NSH","20082009","2008-10-15",3,4,-1,44.3,106.2,62.5,20,77.8,74.4,97.8,36.8
"11565","N.J","20142015","2014-12-27",1,0,1,44.4,92.4,70.8,5.9,100,45.7,105.9,42.9
"11566","N.J","20142015","2014-12-15",1,2,-1,45,94.3,92.3,4.2,92.3,44.2,96.5,46.4
"11567","N.J","20142015","2014-10-11",3,0,3,42.3,84.5,82.4,21.4,100,41.4,121.4,50
"11568","N.J","20132014","2013-12-14",3,0,3,44.7,102.5,64,18.8,100,55.6,118.8,41.7
"11569","N.J","20132014","2013-11-12",3,2,1,45.3,122.4,80,15,92.3,54,107.3,48.6
"11570","N.J","20122013","2013-02-15",4,2,2,45,86.1,60.7,23.5,92.3,43.8,115.8,80
"11571","N.J","20112012","2012-04-05",2,0,2,44.3,78.9,81.8,11.1,100,47.4,111.1,24
"11572","N.J","20112012","2012-02-17",2,2,0,44.4,82.6,80.8,9.5,93.8,54.8,103.3,50
"11573","N.J","20112012","2011-12-23",1,3,-2,44.6,90.8,79.2,5.3,85,57.5,90.3,45.8
"11574","N.J","20112012","2011-10-08",0,3,-3,41.7,82.1,83.3,0,83.3,65.4,83.3,57.1
"11575","N.J","20102011","2010-12-04",1,4,-3,45.3,106.9,74.1,5,84,48.9,89,48
"11576","N.J","20092010","2010-03-18",1,1,0,45.6,117.3,73.1,5.3,94.4,67.6,99.7,45.8
"11577","N.J","20092010","2010-01-26",0,3,-3,44.6,82.6,72,0,82.4,37.2,82.4,55.2
"11578","N.J","20092010","2009-11-21",1,3,-2,45.2,111.5,75,4.8,84.2,42.5,89,51.9
"11579","N.J","20092010","2009-11-11",2,1,1,42.6,76.5,75,13.3,95.5,44,108.8,41.7
"11580","N.J","20082009","2009-03-10",1,1,0,42.6,86.7,85.7,5.6,95.2,48.4,100.8,50
"11581","N.J","20082009","2009-01-27",4,0,4,43.9,94.3,85.7,22.2,100,45,122.2,40
"11582","MTL","20142015","2015-03-19",3,0,3,45.5,98.6,82.6,15.8,100,52.1,115.8,53.3
"11583","MTL","20142015","2015-01-20",0,1,-1,46.1,115.7,73.3,0,97,53.2,97,44.7
"11584","MTL","20142015","2015-01-10",1,1,0,45.2,110.1,70.4,5.3,95,37.8,100.3,31
"11585","MTL","20142015","2014-12-03",0,2,-2,45.6,118.3,61.5,0,93.3,52.4,93.3,57.1
"11586","MTL","20142015","2014-11-15",3,2,1,45.3,105.5,65.5,15.8,90.9,54.9,106.7,35.7
"11587","MTL","20132014","2014-03-20",1,2,-1,45.1,126.1,69.2,5.6,92,46.7,97.6,45.2
"11588","MTL","20132014","2013-12-10",0,5,-5,45.8,123,67.7,0,78.3,43.9,78.3,56
"11589","MTL","20122013","2013-04-23",1,1,0,42.3,65,94.4,5.9,95,57.1,100.9,45
"11590","MTL","20112012","2012-02-05",1,0,1,45.5,118.1,84,4.8,100,46.7,104.8,47.4
"11591","MTL","20112012","2012-01-31",1,2,-1,46.3,129.2,79.4,3.7,93.3,44.9,97,37.8
"11592","MTL","20102011","2011-03-29",2,1,1,45,103.6,73.1,10.5,94.7,52.2,105.3,37.9
"11593","MTL","20102011","2010-10-29",2,1,1,45.8,126,58.3,9.5,95,61,104.5,46.4
"11594","MTL","20092010","2009-12-14",1,2,-1,45.6,121,76.9,5,90,65,95,51.9
"11595","MTL","20082009","2008-12-29",2,2,0,44.1,100.1,70.4,10.5,89.5,51.4,100,38.5
"11596","MTL","20082009","2008-12-21",1,1,0,45.8,123.8,74.2,4.3,95.2,51.3,99.6,51.9
"11597","MTL","20082009","2008-12-09",4,1,3,45.5,115.8,71.4,20,96.4,50,116.4,36
"11598","MTL","20082009","2008-11-28",0,3,-3,45.9,115,81.8,0,88.9,45.7,88.9,58.6
"11599","MIN","20142015","2015-04-11",1,3,-2,44.6,89.7,80,6.2,85,59.5,91.2,51.9
"11600","MIN","20132014","2014-04-07",1,0,1,44.1,89.1,63.2,8.3,100,58.1,108.3,47.4
"11601","MIN","20132014","2014-04-05",4,0,4,44.1,77.2,81.8,22.2,100,54.3,122.2,42.3
"11602","MIN","20132014","2013-12-11",0,2,-2,44.7,87.7,69,0,92.9,48.2,92.9,35
"11603","MIN","20122013","2013-02-11",1,1,0,44.4,89.2,76.5,7.7,95,47.9,102.7,38.5
"11604","MIN","20122013","2013-01-25",2,3,-1,43.5,101,63.2,16.7,85,45.9,101.7,38.1
"11605","MIN","20122013","2013-01-19",2,2,0,45,114.2,74.2,8.7,91.3,52.4,100,62.1
"11606","MIN","20112012","2012-01-04",0,2,-2,45.7,124.1,75.9,0,93.1,59.1,93.1,48.3
"11607","MIN","20112012","2011-11-27",1,5,-4,44.6,101,55.6,6.7,82.1,60.6,88.8,40
"11608","MIN","20112012","2011-10-08",2,2,0,45.1,117,64.5,10,90.5,55.3,100.5,50
"11609","MIN","20102011","2011-02-12",1,0,1,44.1,97.3,76.9,5,100,31.6,105,43.3
"11610","MIN","20102011","2011-02-03",4,2,2,44.3,90.4,69.6,25,93.3,52.6,118.3,52.2
"11611","MIN","20102011","2011-01-11",1,5,-4,44.7,91.6,73.1,5.3,81.5,53.8,86.7,59.1
"11612","MIN","20102011","2010-12-26",0,3,-3,43.1,88.7,63.2,0,84.2,50,84.2,40
"11613","MIN","20092010","2009-11-18",2,2,0,45.7,112.5,65.6,9.5,92.6,45.2,102.1,40.7
"11614","MIN","20082009","2009-04-07",1,1,0,44.9,97.2,82.8,4.2,95.8,57.5,100,44
"11615","MIN","20082009","2009-01-04",1,0,1,46.1,142.5,72.2,3.8,100,50,103.8,37
"11616","MIN","20082009","2008-12-01",2,5,-3,44.9,88.8,61.9,15.4,81.5,49.1,96.9,41.4
"11617","L.A","20142015","2014-12-02",1,0,1,46.1,116.7,69.4,4,100,46.7,104,41.2
"11618","L.A","20122013","2013-04-16",0,2,-2,45.7,122.2,80.6,0,92.3,51,92.3,68.6
"11619","L.A","20112012","2012-01-15",1,0,1,45.7,113.5,72,5.6,100,56.2,105.6,40.9
"11620","L.A","20102011","2010-12-29",2,4,-2,45.3,109.8,66.7,10,82.6,40,92.6,41
"11621","L.A","20092010","2009-11-09",1,2,-1,45.1,98.1,66.7,5.6,91.7,53.8,97.2,55.6
"11622","L.A","20082009","2008-12-05",2,4,-2,45.8,121.2,73,7.4,88.6,49,96,35.5
"11623","L.A","20082009","2008-11-08",1,2,-1,45.3,115.5,66.7,5,88.2,52.8,93.2,39.4
"11624","L.A","20082009","2008-10-14",2,3,-1,42.9,93.3,63.2,16.7,80,50,96.7,35.7
"11625","FLA","20142015","2015-02-24",2,1,1,45.3,106.6,89.7,7.7,96.6,52.4,104.2,48.3
"11626","FLA","20142015","2015-02-17",1,0,1,43.5,77.1,72.2,7.7,100,52,107.7,55.9
"11627","FLA","20132014","2014-03-13",2,4,-2,45.1,98.5,70,9.5,81.8,42.9,91.3,30.8
"11628","FLA","20132014","2014-01-18",2,2,0,45.8,127.9,81.1,6.7,92.6,38.2,99.3,40
"11629","FLA","20122013","2013-02-16",4,3,1,45.6,111,63.2,16.7,90.3,39.6,107,65.5
"11630","FLA","20122013","2013-01-22",0,2,-2,43.5,105.1,80,0,88.2,51.7,88.2,53.8
"11631","FLA","20102011","2011-03-10",1,1,0,44.9,110.1,83.3,4,96.3,51.2,100.3,33.3
"11632","FLA","20102011","2011-01-19",2,1,1,45.5,108.5,87.5,7.1,96.2,46.9,103.3,45.2
"11633","FLA","20102011","2011-01-15",0,2,-2,44.3,93.4,85,0,92.9,52.8,92.9,33.3
"11634","FLA","20102011","2010-12-15",2,3,-1,45.7,114.2,66.7,8.3,88,61.5,96.3,50
"11635","FLA","20092010","2009-12-16",4,3,1,45,101.6,86.7,15.4,83.3,53.3,98.7,56
"11636","FLA","20082009","2009-03-23",1,1,0,45.6,102.7,80.6,4,96.3,57.8,100.3,55.2
"11637","FLA","20082009","2009-03-17",0,1,-1,45.5,107.8,60.9,0,95.8,45.2,95.8,26.1
"11638","FLA","20082009","2008-11-14",2,2,0,45.3,108.9,78.1,8,92,51,100,55.6
"11639","EDM","20142015","2015-01-27",1,2,-1,46.1,122.6,54.5,5.6,92,59.6,97.6,41.7
"11640","EDM","20122013","2013-03-12",3,0,3,45.6,108,76.9,10,100,41.9,110,48.3
"11641","EDM","20112012","2012-02-23",1,0,1,45.1,103.3,77.4,4.2,100,72.1,104.2,40
"11642","EDM","20102011","2010-11-05",0,1,-1,44.9,117.4,62.5,0,94.7,54.1,94.7,61.9
"11643","EDM","20102011","2010-10-14",1,0,1,42.6,83.8,73.7,7.1,100,56.4,107.1,54.5
"11644","EDM","20092010","2010-03-16",1,4,-3,45.6,122.9,73.3,4.5,81,47.1,85.5,59.5
"11645","EDM","20092010","2009-11-02",1,3,-2,45.7,109.9,66.7,5,90.3,42.9,95.3,59.1
"11646","EDM","20082009","2009-02-07",3,6,-3,44.4,93.1,79.3,13,73.9,50,87,71.4
"11647","EDM","20082009","2009-01-30",2,1,1,44.9,104.3,78.3,11.1,95.5,58.5,106.6,41.4
"11648","EDM","20082009","2009-01-20",3,3,0,45.2,100,65.5,15.8,85.7,45.2,101.5,48
"11649","EDM","20082009","2008-11-10",2,2,0,44.9,98,76.9,10,93.1,51.1,103.1,41.7
"11650","DET","20142015","2014-11-09",1,2,-1,43.8,82.1,56.2,11.1,90.5,48.6,101.6,56.5
"11651","DET","20132014","2014-03-16",0,1,-1,44.7,101.3,59.3,0,95.7,42.1,95.7,50
"11652","DET","20132014","2013-12-04",2,2,0,44.4,100.8,77.4,8.3,92,56,100.3,39.4
"11653","DET","20132014","2013-10-14",3,2,1,45.3,107.3,68.6,12.5,90.9,45.7,103.4,45
"11654","DET","20122013","2013-03-10",1,2,-1,43.3,88.5,66.7,7.1,88.9,43.2,96,51.9
"11655","DET","20112012","2011-12-17",7,2,5,45.6,111.5,66.7,31.8,91.3,47.7,123.1,59.1
"11656","DET","20112012","2011-11-15",1,1,0,45.2,121.7,64,6.2,96.8,53.8,103,50
"11657","DET","20102011","2011-02-17",4,2,2,45.7,124.2,79.4,14.8,93.1,41.3,107.9,35.7
"11658","DET","20092010","2009-12-14",2,2,0,45.3,113.3,71.9,8.7,92.9,78.6,101.6,43.8
"11659","DET","20082009","2008-11-22",3,1,2,45.6,121.5,93.3,10.7,96.2,44.4,106.9,38.5
"11660","DAL","20142015","2015-02-10",2,2,0,45.6,118.6,74.3,7.7,93.9,48.9,101.6,28.1
"11661","DAL","20142015","2014-11-25",3,1,2,46.5,136.7,77.5,9.7,97.1,52.6,106.7,51.4
"11662","DAL","20142015","2014-10-11",1,2,-1,45.1,100.2,55.6,6.7,91.7,51.1,98.3,40.7
"11663","DAL","20132014","2013-12-14",4,3,1,45.5,124.2,79.3,17.4,87.5,57.5,104.9,63.6
"11664","DAL","20132014","2013-10-17",3,3,0,46.2,130.7,66.7,13.6,83.3,54.5,97,58.6
"11665","DAL","20122013","2013-04-01",0,2,-2,45.5,106.8,64.5,0,92.3,50,92.3,42.9
"11666","DAL","20112012","2011-10-25",1,1,0,45.8,122.7,76.5,3.8,96.4,59.5,100.3,29.2
"11667","DAL","20102011","2011-01-20",2,1,1,44.3,92.1,85.7,11.1,94.7,52.8,105.8,46.2
"11668","DAL","20092010","2010-02-06",2,0,2,45.9,136,71.8,7.1,100,73.2,107.1,52.2
"11669","DAL","20082009","2009-03-12",3,0,3,44.7,101.1,75.9,13.6,100,46.9,113.6,45
"11670","DAL","20082009","2008-12-05",1,0,1,45.3,110.6,79.2,5.3,100,53.6,105.3,27.8
"11671","COL","20142015","2015-03-26",2,0,2,45.5,117.6,90,7.4,100,47.4,107.4,40
"11672","COL","20142015","2015-02-28",1,3,-2,45.6,133.8,67.9,5.3,87.5,65.9,92.8,59.3
"11673","COL","20142015","2015-01-04",3,4,-1,45.3,111,67.7,14.3,81.8,57.1,96.1,50
"11674","COL","20142015","2014-11-02",2,3,-1,43.8,82.7,76.2,12.5,87,51.2,99.5,44.4
"11675","COL","20142015","2014-11-01",0,2,-2,44.3,90.5,61.9,0,90,36.7,90,51.6
"11676","COL","20142015","2014-10-13",2,0,2,45,96.3,85.7,8.3,100,50,108.3,45.7
"11677","COL","20132014","2014-03-21",0,1,-1,45,98.2,74.1,0,96.3,39.5,96.3,46.4
"11678","COL","20132014","2014-01-06",1,3,-2,44.4,93.3,71.4,6.7,81.2,54,87.9,61.3
"11679","COL","20092010","2010-01-18",4,0,4,45.1,108.1,78.8,15.4,100,48.8,115.4,43.3
"11680","COL","20092010","2009-11-27",2,1,1,45.1,106.9,75,8.3,95,45.1,103.3,43.8
"11681","COL","20092010","2009-11-14",1,7,-6,44.3,100.6,78.6,4.5,66.7,50,71.2,59.1
"11682","COL","20092010","2009-10-13",2,0,2,45.7,117.2,61.8,9.5,100,57.5,109.5,33.3
"11683","CHI","20142015","2015-02-27",0,2,-2,44.6,103.4,73.9,0,91.3,52.9,91.3,54.1
"11684","CHI","20132014","2014-01-11",1,1,0,45.6,102.2,73.1,5.3,96.4,45.5,101.7,35.7
"11685","CHI","20132014","2013-12-30",1,0,1,45,96.8,78.6,4.5,100,55.4,104.5,50
"11686","CHI","20132014","2013-11-09",3,2,1,45.8,117.8,90.6,10.3,91.3,50,101.6,42.3
"11687","CHI","20122013","2013-03-31",7,1,6,46,106.4,81.2,26.9,96.6,47.3,123.5,43.8
"11688","CHI","20112012","2012-03-31",3,2,1,45,109.5,87.5,10.7,92.9,37.2,103.6,59.3
"11689","CHI","20112012","2012-01-02",3,2,1,45,122.6,83.9,11.5,91.7,45.9,103.2,26.1
"11690","CHI","20112012","2011-12-30",2,2,0,45.1,101.1,76.9,10,92.6,55.6,102.6,48.4
"11691","CHI","20112012","2011-12-11",1,2,-1,44.9,94.8,96,4.2,93.1,55.1,97.3,65.4
"11692","CHI","20092010","2010-04-02",0,1,-1,45.3,87.1,88.9,0,96.7,63.2,96.7,40
"11693","CHI","20082009","2009-03-18",2,3,-1,41.3,79.2,87.5,14.3,78.6,57.6,92.9,55.6
"11694","CHI","20082009","2009-01-01",1,4,-3,45.1,106.6,93.3,3.6,87.9,60,91.5,60
"11695","CHI","20082009","2008-10-19",2,2,0,42,72.9,75,13.3,88.9,48.1,102.2,42.9
"11696","CGY","20142015","2015-03-08",3,4,-1,46.5,133.1,82.5,9.1,88.6,52.9,97.7,44.1
"11697","CGY","20142015","2014-12-12",1,2,-1,43.1,100.7,86.4,5.3,86.7,45.2,91.9,44.4
"11698","CGY","20122013","2013-03-06",3,1,2,45.7,115.9,62.9,13.6,96.2,49.2,109.8,30.2
"11699","CGY","20112012","2011-11-04",1,2,-1,45.5,108.9,71,4.5,93.1,57.1,97.6,48.3
"11700","CGY","20112012","2011-10-10",1,4,-3,45.1,100.3,61.9,7.7,85.2,32.7,92.9,51.7
"11701","CGY","20102011","2011-04-01",2,1,1,43.9,93.5,64,12.5,94.1,42.9,106.6,50
"11702","CGY","20102011","2011-03-23",2,5,-3,46.2,113.4,69.7,8.7,84.8,39.4,93.5,60.5
"11703","CGY","20102011","2011-03-09",3,2,1,45.7,107.5,73.5,12,92.6,50.9,104.6,51.3
"11704","CGY","20102011","2011-03-02",3,4,-1,44.1,86.8,84,14.3,84.6,35.7,98.9,47.8
"11705","CGY","20102011","2011-02-25",3,3,0,45.8,114.1,70.4,15.8,88.9,55.3,104.7,44.8
"11706","CGY","20092010","2010-03-19",4,2,2,44.3,90.7,79.3,17.4,91.3,44.7,108.7,26.1
"11707","CGY","20092010","2010-03-15",1,1,0,44.3,88,75,5.6,96.2,65.1,101.7,50
"11708","CGY","20092010","2009-12-15",2,3,-1,44.7,103,69.6,12.5,86.4,46.5,98.9,57.1
"11709","CGY","20092010","2009-10-16",3,1,2,45.1,116.8,65.4,17.6,95.2,59.4,112.9,37.5
"11710","CBJ","20142015","2015-01-19",2,0,2,45.1,100.1,80,10,100,46.5,110,50
"11711","CBJ","20142015","2014-11-08",1,4,-3,46,119.9,76.7,4.3,87.9,59.6,92.2,50
"11712","CBJ","20132014","2014-04-06",1,0,1,44.6,94,78.6,4.5,100,62.5,104.5,66.7
